Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
College of Complexes,collegeofcomplexes,100060851960316,COMMUNITY_COLLEGE,US,"weekly free speech forum on social issues and current events, every Saturday at 6:00 PM (at the Dapp",2013-11-11 03:54:13,672,710,2022-07-03 08:05:29 PDT,2022-07-03,08:05:29,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/769028953113877/posts/6103445756338810,"Saturday, July 9th at 6:00 PM CT, College of Complexes A Report / Discussion of the white supremacist Great Replacement Theory Illinois Young Communist League YCL Meeting # 3,674 - Jake Chappell, Young Communists ""For democracy. For equality. For socialism. For a sustainable future and a world that puts people before profits."" The Great Replacement (French: Grand Remplacement), also known as replacement theory, is a white nationalist far-right conspiracy theory disseminated by French author Renaud Camus. The original theory states that, with the complicity or cooperation of ""replacist"" elites, white European populations are being demographically and culturally replaced with non-white peoples—especially from Muslim-majority countries—through mass migration, demographic growth and a drop in the birth rate of white Europeans. Since then, similar claims have been advanced in other national contexts, notably in the United States where white genocide conspiracy theories directly foment violence against nonwhite and nonchristian people as well as shape policy surrounding abortion healthcare, voting access, immigration policy, and almost every other pervasive talking point of modern US politics. weekly free speech forum on social issues and current events All meetings open to the public, free Schedule http://www.collegeofcomplexes.org/CoC-Current-Schedule-of-Speakers.html Main Page www.collegeofcomplexes.org:=:https://collegeofcomplexes.org/ Facebook https://www.facebook.com/collegeofcomplexes/ To Join the Zoom Meeting https://us02web.zoom.us/j/81216467150 Mobile phone +13126266799,,81216467150# US (Chicago) Landline +1 312 626 6799 US (Chicago) Meeting ID: 812 1646 7150",https://www.facebook.com/collegeofcomplexes/photos/a.897770840239687/6103444876338898/?type=3,,Saturday July gth at 6:00 PM CT Zoom A Report / Discussion of the white supremacist Great Replacement Theory College of Complexes,,,,,,1,-0.89
Tombstone2,mohammednrazavi,100063463063131,PERSONAL_BLOG,US,"This is a personal blog of a US army veteran, not a news site, non partisan,  for the love of countr",2018-09-27 16:15:52,3213,3206,2022-02-05 06:12:11 PST,2022-02-05,06:12:11,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063463063131/posts/372727531519346,"Are White American Christians Being Replaced by Non-White Immigrants? Published last month (1/11/22) by Baptist News Global, the attached revealing article reports on a recent podcast about the Great Replacement Theory. This influential conspiracy theory claims that non-white immigrants are a threat to (white) America. This racist lie has been successfully used by harmful Trumpist politicians and media to stir up fear and bigotry among white conservative Americans, including Christians. The article also indicates that this “great replacement” belief was key to the movement that organized the January 6 insurrection. Here are some notable excerpts from this important attached article: ‘…. “If you really read the Bible, there isn’t room for this type of thinking, for racism, xenophobia, fear of the other or ranking people according to race,” said [Alan] Cross, lead pastor of Petaluma Valley Baptist Church in Petaluma, Calif., and author of [the book titled] “When Heaven and Earth Collide: Racism, Southern Evangelicals, and the Better Way of Jesus.” …. [In a recently published piece in “Foreign Policy,” Robert Pape wrote:] “Coined by the French far-right writer Renaud Camus, cited as inspiration by the mass murderer who attacked two mosques in New Zealand, and popularized in the United States by right-wing media personalities such as Tucker Carlson, the central idea is that majority white populations are being replaced by minorities and that liberal leaders are deliberately engineering white demographic decline through immigration policy.” …. [Baptist pastor Cross said:] “When you see white evangelicals begin to drift in this direction, it’s not because of theology or what the Bible teaches. It’s always because the culture is pulling them that way and they begin to adapt their faith to what they already want to believe. That’s how racism developed. That’s how slavery was inserted into the West — and Jim Crow and segregation. Then our theology gets warped and twisted into this. It’s a sign of other things at work in our faith that aren’t healthy.” …. Cross said he has seen Christians let go of racist assumptions by getting involved with people of color and immigrants on the local level. “The answer is to build those relationships and build bridges and help people get to know each other. We have to help people humanize others and see other people as real people.”’",https://baptistnews.com/article/the-great-replacement-is-a-lie-and-not-christian-southern-baptist-pastor-explains/#.Yf6Fr2lMHqu,https://baptistnews.com/article/the-great-replacement-is-a-lie-and-not-christian-southern-baptist-pastor-explains/,,"The Great Replacement is a lie and not Christian, Southern Baptist pastor explains","Christians deviate from their own faith and Scripture whenever they espouse beliefs that immigrants of color are a threat to American culture, society and security, a Southern Baptist minister and author said during a recent podcast about the Great Replacement theory. [caption id=",,,,1,-0.94
The Blue NOT,TheBlueNOT,100064387821909,JOURNALIST,,� Welcome to “The Blue NOT: The Thinking Liberal’s Voice.”  We’re here to tell you what's NOT.  ,2017-03-08 01:21:29,325,428,2022-05-22 11:13:54 PDT,2022-05-22,11:13:54,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1273686342712364/posts/5093490510731909,"⚔️🩸💀 ⚔️🩸💀 ⚔️🩸💀 https://www.facebook.com/TheBlueNOT/ The Blue NOT Volume VI, Number 87 🔹 Sunday Afternoon May 22, 2022 Double Dumb? Double-Crossed Part 2 Dear Readers, we apologize for our brief delay in putting forth Part 2 of this short series. So straight to it. Never forget: if you’ll let her, Clio (the Muse of History) can pretty much tell you everything. It’s all happened before. As we mentioned in Part 1, this idiotic “replacement” notion ain’t nothin’ new, either. Nothing is. Best to bear in mind that “There’s nothing new except what’s been forgotten.“^ As for this replacement bullshit, we’ve seen way too much horror from it, as we’ve always seen. Some instances are far bloodier than others. Look at Putin’s purifying Russia of Ukrainians — “a subhuman race,” as his weasel pal Aleksandr Dugin puts it. Keep looking at Putin. Remember what we said in Part 1: Lenin & his halfwit Bolsheviks’ slaughter of the Romanovs was, at one lying Kremlin point, blamed on a cabal of Jews who were trying to “REPLACE” Russian-speaking Russians. Replace them with WHOM?! Got a clear answer for that one? Congratulations! Nobody else does. 🤤 Don’t fall for the “It’s been happening ‘since 2012, when French polemicist Renaud Camus used the term [“Great Replacement’] as the title for a self-published book spreading fantastical claims about immigrants killing off European culture’” horse waste, either. ^^ Populations have “otherized” minorities & marginal persons since time began. Looky here: 💀 Why were there so many Jewish people in Poland when another “replacement” idiot by the name of Hitler invaded that country in 1939? 💀 in the 1340s, Jewish people fled to Poland during The Great Plague – that’s The Black Death – that quite a few ignorant Euro fucks blamed on Jews. What a shocker. Poland wasn’t so restrictive against Jews in the 1340s. Back in Western Europe? Don’t think that a “The Jews’re gonna kill us all off and replace us!” scheme wasn’t in the minds of misinformed, terrified, & dumber-than-shit “Christians” at the time. 🤤😵‍💫 We’re still dealing with our own plague, Covid. Somebody with other than American interests politicized Covid & let it get out of hand here. But this replacement disease got started a whole lot sooner. So . . . where do you think our current replacement BS comes from? Think “that monster who was PUT IN office in 2017.” Then you got 3 guesses, and the first two don’t count. 🟥 🪆 Ever since Turmp, that shaved Bigfoot antichrist, started pushing Putin‘s programs (& pogroms), replacement has been swallowed by American morons & acted upon with arrogance, ignorance, stupidity, and mercilessness. This has to stop. Sane Americans have to stop it. Doing the 86 on lying traitors is STEP ONE. We’re sorrowfully late starting. 🩸💀 Good on the increasingly organized efforts to purge the dishonesty from Fucker Cursson, FUXNOIZ, & all other “made for the mindless” media. As always, it’s our responsibility as members of a constitutional democracy to recognize & understand that freedom of speech does NOT protect TRAITORS, anti-democracy bigots & liars, terrorists, police terrorists, anti-democracy conspirators, hate speakers, etc. 1A was NEVER intended to protect a Klan. Or a Dumb & Proud Pricks. Any 3 Percenter “We Can’t Figure Proportions” creeps. “Pass the Salt” Ministries. Hoaxkeepers. They don’t practice free-speech. They practice anti-democracy, un-American, violent hate mongering. As things have been going, this “Jews won’t replace us . . . with whomever” now includes much of what was once known as the GOP. 🐂 💩 REMEMBER: “Jews will not replace us!“ is a refashioned verse of an ancient & treacherous song. This particular current Kremlin-hatched lunacy is contagious only via pure ignorance and gross stupidity. The lummoxes who cling to “Only an IDIOT Could Believe This Shit!” media generally don’t come in above average IQ. 🤤 Following the recent arraignment of the moron boy who lashed out with his big bad gun in Buffalo, we have a new insight into the alt right’s lies regarding Dem’s “grooming” kids to become victims of their mythical “Pizzagate” child porno/prostitution “operation.” It looks to us like pizza-gate, which is nada but Q crap, can’t hold a candle to 4chan-gate, white supremacy-gate, FUXNOIZ-gate, GOP-gate, or any OTHER Kremlin-spawned methods & messengers of replacement- theory “American TERRORIST GROOMING”! We got the dumbass kid in El Paso. The idiot mosque shooter at Christschurch, New Zealand. The Pennsylvania synagogue shooter. The list goes on. Now this POS who intended to kill more than he did in Buffalo. Put him in a university psych hospital where his stupidity & inhumanity can be thoroughly studied. The rest of the time? Put them on the chain gang. We started part one of the series with a discussion of Americans now joining the Russian Orthodox Catholic Church. They’re already brainwashed. They’re already dangerous. They’re already traitors. They already (truncated)",https://www.facebook.com/1273686342712364,,,The Blue NOT,"� Welcome to “The Blue NOT: The Thinking Liberal’s Voice.”  We’re here to tell you what's real & what’s NOT. We’ve been right about all of this mess from the beginning 
• Read “The Blue NOT” every day. Again, welcome.
 �",,,,1,-0.89
Front Social 33,FrontSocial33,100082355567657,COMMUNITY,FR,"Page dédiée à la coordination du Front Social en Gironde !
Pour ceux qui n'ont pas Facebook, nous",2017-06-24 19:20:35,740,842,2021-11-10 09:51:29 PST,2021-11-10,09:51:29,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1911506859097978/posts/3012785618970091,,https://www.facebook.com/events/3073248799566568/,,,Rassemblement contre la venue de Zemmour à Bordeaux,"Ce vendredi 12 novembre, Eric Zemmour se rend au Palais des Congrès de Bordeaux afin de continuer la tournée promotionnelle de son nouveau livre. 

⚖️ Condamné pour provocation à la discrimination raciale ainsi que provocation à la haine envers les musulmans, Zemmour ne cesse de multiplier les propos sexistes, racistes et particulièrement islamophobes sur les plateaux de télévision, soutenu par les grands propriétaires de média comme Vincent Bolloré. En laissant planer le doute sur sa candidature potentielle à l'élection présidentielle de 2022, Zemmour tente de minimiser la portée politique de tous les propos et actes réactionnaires qu'il vomit dans les médias.

📍RDV ce jeudi 11 novembre à 16h devant la Mairie de Bordeaux, place Pey Berland. 

‼️Pourtant leur portée est bien réelle et d'une violence extrême. Les théories de Renaud Camus autour d'un soi-disant ""grand remplacement"" qu'Eric Zemmour relaie largement sont à l'origine des attentats d'extrême-droite meurtriers de Christchurch et d'El Paso en 2019, mais également de plusieurs projets d'attentats à l'encontre de musulman·es, de personnalités politiques sur le territoire français

Zemmour fédère depuis peu des militant·es de tous les horizons de l'extrême droite française qui font campagne en son nom pour les élections présidentielles, et sont pour une partie adeptes de la violence : certains se sont rendus coupables d'agressions physiques, d'autres se préparent à la guerre civile et s'entraînent à l'arme à feu sur des caricatures de Noirs, de Juifs et de Musulmans.

Zemmour champion des grands capitalistes 🤑

En promouvant Zemmour et en l'invitant à s'exprimer sur leurs médias, les grands propriétaires de  groupes de presse ont fait leur choix. Leur projet politique est clair : faire élire un candidat qui porte l'idée d'une identité refermée sur elle-même, divisant le pays et soutenant la répression des mouvements sociaux, pour ainsi poursuivre la casse  des droits sociaux. Comme Macron, Le Pen et tant d'autres, Zemmour est l'ennemi des travailleur·ses,, des chômeur·ses, les retraité·es, des étudiant·es,. 💰 Ce personnage bourgeois qui gagne 80 000 € par mois pour déverser sa haine n'a pas l'intention de défendre les intérêts du plus grand nombre. 

🧐La Ville de Bordeaux et Bordeaux Métropole, propriétaires des lieux, ne semblent pas s'inquiéter de la tenue d'un tel rendez-vous politique. 

Après Nantes, où une mobilisation importante a perturbé la tenue de ce meeting politique qui ne veut pas porter son nom, nous appelons à nous mobiliser massivement pour empêcher la tenue de cette réunion à Bordeaux comme dans chaque lieu de passage de Zemmour. 
✊✊Plus largement, opposons nous systématiquement à tous ceux qui défendent ces idées fascistes, racistes, sexistes . Les intérêts des classes populaires ne peuvent être défendus que par le développement des luttes sociales, féministes et antiracistes, notamment dans les entreprises et les quartiers populaires, et non par le projet de l'extrême droite.  De même, aux antipodes d'un nationalisme ethnique, nous voulons porter haut les valeurs humanistes de respect de l'identité de l'autre, d'ouverture et d'accueil.

🏴 Bordeaux est antifasciste ! 

Zemmour est le candidat réactionnaire des riches qui répand dans les classes populaires le poison de la haine. Face a cela, nous appelons tout les travailleur·euses, les chômeur·euses, les étudiant·es, lycéen·nes, retraité·es, ainsi qu'à toutes les organisations syndicales, associatives et politiques à venir se  rassembler devant la mairie ce jeudi à 📍16h pour montrer que Zemmour tout comme l'extrême droite n'ont pas leur place à Bordeaux.

Signent ce texte ✍️ :
Union communiste libertaire, Révolution permanente, Fack Ap, Membres d'Extinction Rébellion Bordeaux, Il est encore temps, Attac 33, CGT UL Bordeaux Nord, Sud-Recherche Bordeaux, ANV-COP21 Gironde",,,,1,-0.93
Front Social 33,FrontSocial33,100082355567657,COMMUNITY,FR,"Page dédiée à la coordination du Front Social en Gironde !
Pour ceux qui n'ont pas Facebook, nous",2017-06-24 19:20:35,740,842,2021-11-02 11:24:37 PDT,2021-11-02,11:24:37,Photo,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1911506859097978/posts/3006750156240304,,https://www.facebook.com/cerveauxnondisponibles/photos/a.1317000815065467/4522718664493650/?type=3,,SUR TÉLE BOLLORÉ UNE TRIBUNE POUR UN RACISTE PÉDOPHILE? c NEWS 19:42 LES POINTS SUR LES QU'EST-CE QUE LE GRAND REMPLACEMENT?,Cerveaux non disponibles,"📺LA CHAINE DE BOLLORÉ OFFRE UNE TRIBUNE À UN RACISTE PÉDOPHILE

– L'auteur du concept de « grand remplacement » qui a inspiré de nombreux terroristes d'extrême droite invité en Prime Time – Via Nantes Révoltée 

Ambiance lugubre le soir d'Halloween dans le paysage audiovisuel français. Entre deux diffamations contre les « antifas », et une poignée de propos réclamant un Etat autoritaire, la chaîne du milliardaire Bolloré, Cnews, donnait la parole à Renaud Camus. Peu connu du grand public, l'individu est renommé dans les sphères de l'extrême droite radicale.

Renaud Camus est un raciste multirécidiviste, auteur depuis 20 ans de plusieurs ouvrages contre le métissage, et forgeant le concept de « grand remplacement ». Des « élites » organiseraient un « remplacement » de la population blanche par des immigrés. Une lecture raciale et complotiste de la société, appréciée dans les franges les plus extrême de l'extrême droite. Entre-temps, le concept de « grand remplacement » a fait son chemin. Plusieurs terroristes d'extrême droite se sont inspirés de ces idées avant de passer à l'acte. Par exemple, le 15 mars 2019, à Christchurch en Nouvelle-Zélande, un néo-fasciste tue 49 personnes après avoir publié un manifeste intitulé « Le Grand remplacement ». L'auteur de la tuerie d'Utoya et d'Oslo invoque également ce concept, comme les terroristes d'El Paso, de Pittsburgh, Halle, Hanau.

Renaud Camus n'est pas seulement raciste, il est antisémite. Il y a 20 ans, il déclarait qu'il ne trouvait « pas convenable qu'une discussion sur une radio de service public, se déroule exclusivement entre cinq personnes juives » et dénonçait le trop grand nombre de « collaborateurs juifs du “Panorama” de France Culture ». 

Renaud Camus a aussi fait des déclarations pédophiles, notamment : « Je crois bien qu’il n’est pas trop rare qu’un garçon de treize ou quatorze ans revienne volontiers près du gros vieux monsieur qui l’a branlé avec art. De tels épisodes seraient traumatisants. Quelle foutaise! » ou encore : « si la sexualité, comme je crois, n’a strictement rien de répréhensible en soi, on ne voit pas pourquoi elle le serait chez les enfants, ou avec les enfants».

Nous en sommes là. Les médias qui diffament l'antifascisme, menacent Nantes Révoltée et traînent dans la boue les minorités offrent des tribunes en Prime Time aux nostalgiques de Pétain, aux néo-fascistes et à un pédophile. Jusqu'où les les laisseront nous aller ?",,,,1,-0.94
Clarté face au confusionnisme et à l'obscurantisme,clarificat,100075802780684,COUNSELING_MENTAL_HEALTH,FR, Pandémie de Covid-19 et ravages du confusionnisme : extrême droite et  gourous du populisme s'en ,2020-11-15 09:45:11,1352,1466,2022-04-05 07:17:50 PDT,2022-04-05,07:17:50,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/116036226984658/posts/461450805776530,,http://www.slate.fr/story/225831/grand-remplacement-theorie-origine-ideologie-renaud-camus-documentaire-lebourg-zribi,,,This is a re-share of a post,"Avec «Le Grand Remplacement, histoire d'une idée mortifère», l'historien Nicolas Lebourg et le réalisateur Thomas Zribi retracent la genèse et l'ascension de l'idéologie raciste développée par Renaud Camus.",,,,1,-20
Clarté face au confusionnisme et à l'obscurantisme,clarificat,100075802780684,COUNSELING_MENTAL_HEALTH,FR, Pandémie de Covid-19 et ravages du confusionnisme : extrême droite et  gourous du populisme s'en ,2020-11-15 09:45:11,1085,1184,2021-09-23 07:54:04 PDT,2021-09-23,07:54:04,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/116036226984658/posts/334445491810396,,https://www.facebook.com/debunkersdehoaxED/photos/a.274607809227622/4512273262127701/?type=3,,,Debunkers des rumeurs/hoax d'extrême droite,"Ce jeudi 23 septembre 2021, l'évènement est le débat opposant Eric Zemmour à Jean-Luc Mélenchon. Présenté comme un combat de boxe, demandons-nous si, au delà du spectacle, ce genre de débat a un intérêt ? Ou si justement, le cout politique est trop important.

En 1979, Ivan Levaï invite Robert Faurisson à l'antenne d'Europe 1. Il est persuadé de pouvoir tenir tête à l'historien négationniste, ayant préparé l'entretien. Mais les choses ne se sont pas passées comme prévues. Et Levaï sera vite dépassé par la verve et les postures de Faurisson. * https://www.liberation.fr/culture/2001/01/20/le-negationnisme-prisa-la-racine_351666/?fbclid=IwAR3UpcMfjdU2Pb0A8qWLA5e032wZi_z9A43Lgwm3saRS-HFW4f3hdJktXdE
Cet épisode illustre parfaitement l'erreur tactique du dialogue avec l'extrême droite en général.

Le professeur Débéka nous explique pourquoi.
...

Q : Alors comme ça on ne doit pas débattre avec les fachos ?.

R : Non ! Jamais !

Q : mais Mélenchon le fait bien avec Zemmour ?

R : c'est une erreur tactique. Mais JLM est bien plus subtil, il le sait. Analysons un peu : ce débat n'en est pas un. JLM y va pour incarner une opposition brutale à EZ. Il n'y aura pas de débat, parce qu'il n'y a pas de discussion possible. Juste se positionner comme un rempart, c'est un jeu de posture.

Q : pourtant, on pourrait le tacler sur des sujets qu'il connaît mal...

R : Ce n'est pas la question. Zemmour est sûrement très nul sur plein de sujets, il a d'ailleurs misé sur un seul angle d'attaque : le péril de la France. Il peut tout expliquer avec ça, sans n'avoir jamais à argumenter, il suffit de dire « les gens le savent », « tout le monde le voit ». Ce n'est pas mesurable, et il n'y a rien à répondre à ça. Le pré requis à n'importe quel politique d'un domaine qu'il ne maîtrise pas, passe par un pseudo-souverainisme.

Q : Mais JLM connaît son sujet, il peut le mettre en pièce !!!

R : Ça c'est en partant du principe que son interlocuteur va accepter la qualité de l'argument avancé. Peu de chance que ça arrive, pas tant parce qu'EZ serait de plus mauvaise foi qu'un autre. Mais n'importe qui vient défendre son bout de gras, et Z ne déroge pas à la règle. Et il existe tout un tas d'astuces pour se défaire de quelqu'un qui a potassé : le mille-feuille argumentatif par exemple. Les sophismes sont vieux comme le monde, c'est le Gorgias de Platon.

Q : Des zététiciens se sont proposés pour débunker le grand remplacement, c'est une bonne idée, non? [cf couverture causeur]

R : On dirait à première vue, toutes les bonnes volontés sont bonnes à prendre. Seulement, il n'y a rien à débunker. C'est un sentiment diffus, un fantasme, ce n'est pas un ensemble de faits qu'on peut invalider par une enquête solide, des chiffres, bref... des arguments. On est à une limite, d'ailleurs, selon les principes de la zététique, ça serait à eux d'avancer des preuves, et justement, on en est à lire dans le marc de café des signes du GR, parce que ça n'existe pas, mais si on y croit très fort, alors on le voit partout, et n'importe quel épicier de quartier devient la preuve d'un péril imminent. Souvenez vous de ce « débat » très controversé qui à eu lieu sur France Culture sous l’égide de Finkielkraut entre Renaud Camus, égérie de l’extrême droite et créateur du fumeux (et très raciste) concept de « grand remplacement »; à Hervé Le Bras, démographe et historien. Une fois les fantasmes sans preuves de Camus exposés, Le Bras lui a opposé la rigueur de la science et des chiffres qui annihilent le pseudo raisonnement de Camus. Peine perdue, voici ce qu’à répondu le très délirant camus face à ces évidences incontestables:
“J’aurais tendance à élargir le débat si je puis dire, et à contester la notion de chiffre”.
“Je suis en accord très profond avec le philosophe Olivier Rey qui souligne l’incapacité du chiffre à rendre compte du monde”.
“C’est la science elle-même que je remets en cause (…) la science a toujours été du côté du pouvoir”.

Q : Alors c'est perdu d'avance ?

R : Choisissons nos combats, ou au moins quelles seront nos arènes. En acceptant de débattre avec EZ, dans les conditions imposées par lui, dans un cadre qui lui est familier, il y a peu de chances d'être efficace.
Pire ! On montre à l'auditoire que nous reconnaissons à EZ ou aux autres, la légitimité dont ils rêvent tant, et donc d'imposer les sujets. C'est lui qui choisit, et nous répondons avec de superbes arguments. Sauf que ces sujets n'ont pas d'intérêt pour la gauche qui devrait se concentrer sur des thèmes qui lui sont propres : le progrès social, la solidarité, les conditions de travail, le partage et la redistribution des richesses...

Q : quelle douce utopie...

R : Non, c'est une stratégie politique.

Q : En même temps, il a accès à des plateaux tv, lui...

R : C'est vrai. Mais si la gauche et le mouvement ouvrier sont faibles aujourd'hui, ce n'est pas le fait de BFM et du patronat, ce sont des stratégies internes et une perte de ses lignes historiques qui ont mené à ce (truncated)",,,,1,-22
Politically Incorrect & Brilliant II,,100081145022757,COMMUNITY,US,"18+ adult content. Made by Marines, for people who aren't afraid to step off the Leftists P.C. path..",2013-12-28 05:26:08,N/A,N/A,2020-01-25 14:58:34 PST,2020-01-25,14:58:34,YouTube,1,0,0,0,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/459704370800862/posts/2369787706459176,"Top French philosopher convicted of thoughtcrime....Thought Crimes are already a thing in Canada, and Leftists are trying to bring it to America",https://youtu.be/YuR2VlUWoPQ,https://www.youtube.com/watch?v=YuR2VlUWoPQ&feature=youtu.be,,Renaud Camus is Sentenced to Prison :'(,The National Council of European Resistance: https://www.cnre.eu/ The speech that had Camus charged with inciting hatred :https://www.cnre.eu/appel-de-colombey:=:http://:https://www.cnre.eu/appel-de-colombey,,,,1,-0.94
World Net Daily (Current News),,100064672512476,COMMUNITY,US,"Non-Big Media News Source. This is a page for you to stay informed, discuss, and debate the current i",2010-10-11 07:13:05,N/A,N/A,2020-01-30 17:47:58 PST,2020-01-30,17:47:58,Link,1,0,0,0,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/154139771291020/posts/2819420218096282,,https://sonsoflibertymedia.com/french-intellectual-renaud-camus-sentenced-to-2-months-in-prison-for-referring-to-mass-immigration-as-invasion/,,,"French Intellectual Renaud Camus Sentenced To 2 Months In Prison For Referring To Mass Immigration As ""Invasion"" » Sons of Liberty Media","Don’t think this isn’t coming to America, especially with the sellout of American sovereignty of the United States Mexico Canada Agreement (USMCA). French intellectual Renaud Camus was sentenced to two months in prison after he said that mass immigration into Europe was an “invasion.” Camus ...",,,,1,-0.92
Costazzurra.news,,100062958863616,MEDIA_NEWS_COMPANY,FR,"costazzurra.news : photos,vidéos,interviews,what's  on; en français e in italiano",2019-09-22 07:49:56,576,628,2021-05-17 23:14:20 PDT,2021-05-17,23:14:20,Photo,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/119622719431305/posts/623596902367215,,https://www.facebook.com/photo.php?fbid=10158917717740465&set=gm.529737565072446&type=3,,,Célia,"{ EVENEMENTS ET SORTIES - ETE 2021 } 

La Ville de Nice est prête pour la réouverture des lieux culturels mercredi !
Musées, lieux du patrimoine, théâtres, salles de spectacle, galeries, cinémathèque, lieux de formation et différents centres artistiques et de conférence vont enfin pouvoir vous accueillir.
La réouverture se fera dans le respect des règles sanitaires et selon les étapes du calendrier qui prévoit deux nouvelles phases de déconfinement les 9 et 30 juin. 
C’est à cette date que nous devrions retrouver les jauges de pleine capacité et un retour à la normale.
Pour les musées, il ne s’agit pas simplement d’ouvrir les portes pour que ce moment tant attendu réponde aux attentes fortes du public il faut avant tout une programmation exceptionnelle de 8 expositions qui vous attendent.
Au total pour cette saison printemps-été 2021, #Nice06 proposera plus de 15 expositions avec en point d’orgue début juin, « Pierre Matisse, un marchand d’art à New-York » au musée Matisse. Labellisée d’intérêt national par le Ministère de la Culture, elle marquera notre mémoire.
Dans le domaine du Patrimoine : nos établissements proposent une programmation de qualité et inédite, avec de nombreux rendez-vous labellisés Ville d’art et d’histoire. 21 parcours et visites de sites commentés seront proposés, dont 4 parcours en langues étrangères.
La Cinémathèque de Nice, avec une jauge de 85 personnes maximum a préparé une programmation riche et éclectique qui permettra notamment de voir ou revoir : « Venus Impérial », « Guerre et Paix », et de rendre hommage aux regrettés Bertrand Tavernier et Sean Connery.
Le Théâtre National de Nice - TNN rouvrira ses portes dès mercredi avec Larsene Magie dans la petite salle. A partir du 20 mai, dans la grande salle, une création par Muriel Mayette-Holtz du Feuilleton Goldoni. Une programmation intense jusqu'au 17 juillet avec la présentation de 16 spectacles.
À l' Opéra Nice Côte d'Azur la saison culturelle montera en puissance progressivement à partir de début juin avec la première de « Werther » du compositeur Jules Massenet le 2 juin et « CIRCO», une création mondiale qui sera dévoilée à la Diacosmie les 9, 10 et 11 juin.
Le chef d’orchestre niçois Lionel Bringuier dirigera 4 concerts prestigieux avec l’Orchestre philharmonique de #Nice06 avec 2 artistes de renommée internationale : 
- Le violoniste Renaud Capuçon les 12 et 13 juin 
- Le pianiste Jean-Yves Thibaudet les 18 et 19 juin. 
Enfin les belles et prestigieuses conférences de l’Artistique et du CUM reprennent avec entre autres : le 26 mai, Patrice Gueniffey sur la figure emblématique de Napoléon, le 8 juin, une intervention d’Anne Prouteau célébrant l’Albert Camus des années 50.
« Mon été à Nice 2021 » regroupera l’ensemble de nos manifestations en extérieur jusqu’en septembre et sera dévoilée début juin. On ne peut envisager ces festivités sans notre grand rendez-vous incontournable de l'été le Nice Jazz Festival qui se déroulera du 12 au 17 juillet 2021 ! 
5 soirées, une programmation d’envergure nationale et internationale, 3 groupes par soir, 1 grande scène unique côté Masséna et un format 100 % assis où la distanciation sociale sera possible.
Les contes de l'Apéro du TNN, les « Flash Mob » et « Canon de Midi » de l’Opéra, le festival « Voilà l’été » au 109 ou encore les concerts de l’orchestre d’harmonie de la Ville de Nice rythmeront également ce programme culturel riche et varié.",,,,1,-0.88
Le Matin d'Algérie - Nouveau site,LeMatindAlgerie,100064593406161,ACTIVITY_GENERAL,CA,"Bienvenue dans Le Matin d’Algérie, le site de l’information indépendante et du débat constructif et l",2017-11-01 02:05:46,17339,18152,2022-03-13 07:33:42 PDT,2022-03-13,07:33:42,Link,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1994555640801989/posts/3181393028784905,#France : pourquoi le « grand remplacement » est une idée raciste,https://lematindalgerie.com/france-pourquoi-le-grand-remplacement-est-une-idee-raciste/,,,"France : pourquoi le ""grand remplacement"" est une idée raciste - Le Matin d'Algérie","Promue par l'écrivain d'extrême droite Renaud Camus, la notion de ""grand remplacement"" a été reprise par plusieurs candidats à la présidentielle, qui misent sur la peur de l'invasion migratoire pour se démarquer.",,,,1,-0.94
